source_index,Molecule,Isomer,Metal,Medium,Molecular Charge,BalabanJ(m),BertzCT(m),Chi0(m),Chi0n(m),Chi0v(m),Chi1(m),Chi1n(m),Chi1v(m),Chi2n(m),Chi2v(m),Chi3n(m),Chi3v(m),Chi4n(m),Chi4v(m),EState_VSA1(m),EState_VSA10(m),EState_VSA8(m),EState_VSA9(m),ExactMolWt(m),FpDensityMorgan1(m),FpDensityMorgan2(m),FpDensityMorgan3(m),FractionCSP3(m),HallKierAlpha(m),HeavyAtomCount(m),HeavyAtomMolWt(m),Kappa1(m),Kappa2(m),Kappa3(m),LabuteASA(m),MaxAbsEStateIndex(m),MaxAbsPartialCharge(m),MaxEStateIndex(m),MaxPartialCharge(m),MinAbsEStateIndex(m),MinAbsPartialCharge(m),MinEStateIndex(m),MinPartialCharge(m),MolLogP(m),MolMR(m),MolWt(m),NHOHCount(m),NOCount(m),NumHAcceptors(m),NumHDonors(m),NumHeteroatoms(m),NumRotatableBonds(m),NumValenceElectrons(m),PEOE_VSA1(m),PEOE_VSA10(m),PEOE_VSA11(m),PEOE_VSA12(m),PEOE_VSA14(m),PEOE_VSA2(m),PEOE_VSA6(m),PEOE_VSA7(m),PEOE_VSA8(m),PEOE_VSA9(m),RingCount(m),SMR_VSA1(m),SMR_VSA10(m),SMR_VSA2(m),SMR_VSA3(m),SMR_VSA5(m),SMR_VSA6(m),SMR_VSA7(m),SlogP_VSA1(m),SlogP_VSA2(m),SlogP_VSA3(m),SlogP_VSA5(m),SlogP_VSA6(m),SlogP_VSA8(m),TPSA(m),VSA_EState1(m),VSA_EState2(m),VSA_EState3(m),VSA_EState4(m),VSA_EState5(m),VSA_EState6(m),VSA_EState7(m),VSA_EState8(m),qed(m),Atomic Number_metal,Outer shell electrons_metal,Melting Point_metal  (K),Boiling Point_metal  (K),Density_metal  (g/cm3),First IE_metal  (kJ/mol),Second IE_metal  (kJ/mol),Third IE_metal  (kJ/mol),Electron Affinity_metal  (kJ/mol),Atomic Radius_metal,Covalent Radius_metal,Pauling EN_metal,Ionic Radius_metal,Standard Entropy_metal (J/mol.K),Density_medium (kg/m3),Molar Mass_medium (g/mol),Melting Point_medium (K),Temperature (K),Concentration (M),Log K1
3755,C4H8O3,2Hydroxy2methylpropanoicacidCH32COHCOOH,Nd+++,NaClO4,0,5.6431040286747,227.251786766647,12.4915638315627,11.2247448713916,3.22474487139159,6.54204064721467,5.17886901662352,1.36237243569579,0.968643696413162,0.968643696413162,0.287457478565265,0.287457478565265,0.0,0.0,25.2741403335269,4.79453718407182,10.2176163822144,11.0869506514866,104.047344116,1.85714285714286,2.57142857142857,2.71428571428571,0.75,-0.57,7,96.041,1.05113526523176,1.49951955184627,2.1666482504604,52.9971714930522,10.9836111111111,0.479129763240558,10.9836111111111,0.334584754814396,1.96064814814815,0.334584754814396,-3.45659722222222,-0.479129763240558,-0.1581,23.9336,104.105,2,3,3,2,3,4,42,10.2176163822144,0.0,5.60105081098369,1.43119965723263,5.96930528795185,0.0,0.0,13.7037842345914,8.22455133702132,0.0,0,23.2367049033076,5.96930528795185,2.86239931446527,0.0,19.304835045575,0.0,0.0,0.0,23.2191721383826,4.79453718407182,21.9283355716127,0.0,1.43119965723263,57.53,53.8872453703704,10.9836111111111,6.85564814814815,-3.45659722222222,-1.96064814814815,0.0,0.0,-6.89259259259259,0.485716208919777,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,2499,122.4,403,298,2.0,2.62
3912,C5H11NO2_1,2Amino3methylbutanoicacidH2NCHCHCH32COOH,Nd+++,NaClO4,0,6.34702672908868,333.97515767235,15.8618073195658,14.7637101764277,3.76371017642768,8.17475614840891,6.93453056967762,1.63185508821384,1.01106427631524,1.01106427631524,0.430152564408483,0.430152564408483,0.102062072615966,0.102062072615966,37.3046566519822,4.79453718407182,5.10880819110721,15.2209522632508,117.078978592,2.0,2.75,3.125,0.8,-0.57,8,106.06,1.01115092942872,2.66781360418434,1.93032152942945,64.1521250591183,11.3163194444444,0.480078870221921,11.3163194444444,0.320235865839359,0.865462962962963,0.320235865839359,-3.8525462962963,-0.480078870221921,0.0543,30.4492,117.148,3,3,3,2,3,5,48,10.8285251668335,8.84157662500605,0.0,0.0,5.96930528795185,4.79453718407182,13.7037842345914,5.89395768536308,9.59530989319154,1.37075855617022,0,23.6930979811972,5.96930528795185,1.43119965723263,0.0,19.721676702941,0.0,0.0,5.71971697572627,17.0960059474087,4.79453718407182,24.6698526839531,0.0,1.43119965723263,63.32,77.5446990740741,11.3163194444444,3.33506944444444,-0.865462962962963,-5.97777777777778,-3.75868055555556,0.0,-7.4275,0.536976571708477,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,2499,122.4,403,298,0.2,6.52
3929,C5H11NO2_1,2Amino3methylbutanoicacidH2NCHCHCH32COOH,Nd+++,KCl   ,0,6.34702672908868,333.97515767235,15.8618073195658,14.7637101764277,3.76371017642768,8.17475614840891,6.93453056967762,1.63185508821384,1.01106427631524,1.01106427631524,0.430152564408483,0.430152564408483,0.102062072615966,0.102062072615966,37.3046566519822,4.79453718407182,5.10880819110721,15.2209522632508,117.078978592,2.0,2.75,3.125,0.8,-0.57,8,106.06,1.01115092942872,2.66781360418434,1.93032152942945,64.1521250591183,11.3163194444444,0.480078870221921,11.3163194444444,0.320235865839359,0.865462962962963,0.320235865839359,-3.8525462962963,-0.480078870221921,0.0543,30.4492,117.148,3,3,3,2,3,5,48,10.8285251668335,8.84157662500605,0.0,0.0,5.96930528795185,4.79453718407182,13.7037842345914,5.89395768536308,9.59530989319154,1.37075855617022,0,23.6930979811972,5.96930528795185,1.43119965723263,0.0,19.721676702941,0.0,0.0,5.71971697572627,17.0960059474087,4.79453718407182,24.6698526839531,0.0,1.43119965723263,63.32,77.5446990740741,11.3163194444444,3.33506944444444,-0.865462962962963,-5.97777777777778,-3.75868055555556,0.0,-7.4275,0.536976571708477,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,1984,74.6,1043,298,0.1,3.88
4042,C5H6O4_1,CitraconicacidCH3CCOOHCHCOOH,Nd+++,KNO3  ,0,5.46316716562908,305.134339695023,12.2236146391316,10.1329931618555,4.13299316185545,6.75143608546451,4.63299316185545,1.81649658092773,1.07491495713053,1.07491495713053,0.431186217847897,0.431186217847897,0.153093108923949,0.153093108923949,30.4156789693042,9.58907436814364,10.2176163822144,8.34543353914615,130.026608672,1.55555555555556,2.22222222222222,2.66666666666667,0.2,-1.32,9,124.051,2.13145239777488,2.86044553929792,3.27880239520958,60.0240916749726,10.8038950302343,0.478063621638826,10.8038950302343,0.33103335866895,1.29652777777778,0.33103335866895,-3.09384259259259,-0.478063621638826,0.1019,29.0286,130.099,2,4,4,2,4,3,50,10.2176163822144,0.0,0.0,0.0,11.9386105759037,0.0,0.0,6.85189211729568,15.7374519446155,1.37075855617022,0,25.2897249750389,11.9386105759037,2.86239931446527,0.0,6.85189211729568,0.0,11.6251762761048,0.0,22.1562269581181,9.58907436814364,12.3349263419766,11.6251762761048,2.86239931446527,74.6,39.7804946145125,21.4500817271353,6.68833569538927,-1.29652777777778,-3.280625,-1.33125,0.0,-3.09384259259259,0.51969466084238,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,2109,101.1,607,298,0.1,3.88
4052,C5H6O4_2,MethylenesuccinicacidHOOCCH2CCH2COOH,Nd+++,NaClO4,0,5.38897170832197,306.64411469935,12.2236146391316,10.1329931618555,4.13299316185545,6.78412815591562,4.63299316185545,1.81649658092773,1.07491495713053,1.07491495713053,0.431186217847897,0.431186217847897,0.153093108923949,0.153093108923949,30.4156789693042,9.58907436814364,10.2176163822144,8.34543353914615,130.026608672,1.66666666666667,2.44444444444444,2.88888888888889,0.2,-1.32,9,124.051,2.13145239777488,2.86044553929792,3.27880239520958,60.0240916749726,10.8038950302343,0.480983157180809,10.8038950302343,0.331049993288211,1.29652777777778,0.331049993288211,-3.16793981481482,-0.480983157180809,0.1019,29.0286,130.099,2,4,4,2,4,3,50,10.2176163822144,0.0,0.0,0.0,11.9386105759037,4.79453718407182,6.53103896200187,0.0,8.31462164240971,9.11444201366982,0,25.2897249750389,11.9386105759037,2.86239931446527,0.0,6.37292490132938,0.0,12.1041434920711,0.0,22.1562269581181,9.58907436814364,11.8559591260103,12.1041434920711,2.86239931446527,74.6,39.936513133031,21.5491558012094,6.66588199168556,-1.29652777777778,-3.43953703703704,0.0,-3.16793981481482,-1.33087962962963,0.531149516137354,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,2499,122.4,403,298,0.2,4.34
4157,C5H8O4_3,PentanedioicacidHOOCCH2CH2CH2COOH,Nd+++,NaClO4,0,5.53759142186005,295.877227826819,14.0689141007523,12.1329931618555,4.13299316185545,7.4627609508697,5.63299316185545,1.81649658092773,0.94991495713053,0.94991495713053,0.329124145231932,0.329124145231932,0.133312072615966,0.133312072615966,31.0573852798918,9.58907436814364,10.2176163822144,11.0869506514866,132.042258736,1.33333333333333,1.77777777777778,2.11111111111111,0.6,-1.06,9,124.051,1.71331906833044,3.88410852172148,6.94,63.5236357074925,10.8474239417989,0.481230227975588,10.8474239417989,0.302855790648419,2.01004109977324,0.302855790648419,-3.68425925925926,-0.481230227975588,0.3259,29.1226,132.115,2,4,4,2,4,4,52,10.2176163822144,0.0,0.0,0.0,11.9386105759037,9.58907436814364,0.0,6.37292490132938,20.9704011396801,0.0,0,28.0312420873794,11.9386105759037,2.86239931446527,0.0,19.1187747039881,0.0,0.0,0.0,22.1562269581181,9.58907436814364,27.3433260410095,0.0,2.86239931446527,74.6,54.8216794217687,21.6948478835979,6.48059193121693,0.0,-4.02008219954648,0.0,-10.8937037037037,0.0,0.57742036015459,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,2499,122.4,403,298,0.2,4.05
4207,C5H9NO4_1,2AminopentanedioicacidH2NCHCH2CH2COOHCOOH,Nd+++,KCl   ,0,5.94873684233363,373.621468454158,15.646264369942,13.5802067573554,4.58020675735541,8.40613662384376,6.25102715060535,2.0401033786777,1.17352175488051,1.17352175488051,0.476312937586954,0.476312937586954,0.161262922334713,0.161262922334713,36.4220698226384,9.58907436814364,10.2176163822144,12.5398762519728,147.053157768,1.6,2.3,2.8,0.6,-1.1,10,138.058,1.944781345191,3.83755739210285,3.84856593494632,70.3846101691497,11.1949239417989,0.481229490629438,11.1949239417989,0.319984030076623,0.848284674981104,0.319984030076623,-3.81967592592593,-0.481229490629438,-0.7369,32.481,147.13,4,5,5,3,5,5,58,15.9373333579407,8.84157662500605,0.0,0.0,11.9386105759037,9.58907436814364,0.0,6.37292490132938,11.8559591260103,1.37075855617022,0,29.4841676878656,11.9386105759037,2.86239931446527,0.0,18.7637422710084,0.0,0.0,5.71971697572627,28.1741194264678,9.58907436814364,19.5996425835099,0.0,2.86239931446527,100.62,62.5476577853364,22.2073138699924,6.57020077475435,-0.848284674981104,-4.168600718065,-3.68805555555556,-7.53689814814815,0.0,0.485975530954351,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,1984,74.6,1043,303,0.1,3.96
4302,C6H11NO5,N2HydroxyethyliminodiethanoicacidHOCH2CH2NCH2COOH2,Nd+++,KCl   ,0,6.46317815420273,439.823425218953,18.8533711511285,16.4884550478193,5.48845504781927,10.139446526434,7.66618599080118,2.44144111940959,1.34779742299643,1.34779742299643,0.563627928918788,0.563627928918788,0.312070281450061,0.312070281450061,42.8880846026183,9.58907436814364,15.3264245733216,15.2596674210597,177.063722452,1.33333333333333,1.91666666666667,2.33333333333333,0.666666666666667,-1.14,12,166.068,2.42635893400647,5.50268915879186,5.63021505951475,84.7442270029192,11.3256934996221,0.480285660506561,11.3256934996221,0.317218744472384,0.921342592592593,0.317218744472384,-3.968125,-0.480285660506561,-1.5501,38.7974,177.156,3,6,6,3,6,7,70,15.3264245733216,0.0,0.0,1.43119965723263,11.9386105759037,14.4889840989941,0.0,0.0,9.23837679665639,27.7772559485695,0,35.881567390827,11.9386105759037,4.2935989716979,4.89990973085048,0.0,26.0495642958641,0.0,0.0,59.6457088331726,9.58907436814364,10.9660684493618,0.0,2.86239931446527,98.07,78.0445852229781,21.7300444066515,10.0317209939531,0.0,-4.40960884353741,0.0,0.0,-15.563408446712,0.454056009210398,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,1984,74.6,1043,293,1.0,7.89
4349,C6H12N2O4,12DiaminoethaneNNdiethanoicacidHOOCCH2NHCH2CH2NHCH2COOH,Nd+++,KCl   ,0,5.90870584482388,453.939757444409,19.7236146391316,17.5274203528554,5.52742035285537,10.5221620276282,8.17184754385528,2.46092377192764,1.24573535038047,1.24573535038047,0.456180983585034,0.456180983585034,0.197188792355022,0.197188792355022,48.5456760197442,9.58907436814364,10.2176163822144,16.6521519204834,176.079706864,1.25,1.66666666666667,2.0,0.666666666666667,-1.14,12,164.076,2.20944573678126,6.56273258515376,8.86,86.7242974542531,11.1009669269006,0.480291478523007,11.1009669269006,0.316979870714043,0.91614843159486,0.316979870714043,-3.91458616780046,-0.480291478523007,-1.6652,41.011,176.172,4,6,6,4,6,7,70,20.8372430887912,2.8236841566564,0.0,0.0,11.9386105759037,9.58907436814364,0.0,0.0,18.4767535933128,18.4767535933128,0,33.5964433563762,11.9386105759037,2.86239931446527,10.6196267065768,0.0,25.9874387372638,0.0,10.6196267065768,48.1436656953819,9.58907436814364,10.9660684493618,0.0,2.86239931446527,98.66,85.7817205775025,22.2019338538012,4.72603839644469,0.0,-4.16243753674309,0.0,0.0,-15.213921957672,0.346279948909364,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,1984,74.6,1043,294,1.0,6.32
4359,C6H12N2O4,12DiaminoethaneNNdiethanoicacidHOOCCH2NHCH2CH2NHCH2COOH,Nd+++,KNO3  ,0,5.90870584482388,453.939757444409,19.7236146391316,17.5274203528554,5.52742035285537,10.5221620276282,8.17184754385528,2.46092377192764,1.24573535038047,1.24573535038047,0.456180983585034,0.456180983585034,0.197188792355022,0.197188792355022,48.5456760197442,9.58907436814364,10.2176163822144,16.6521519204834,176.079706864,1.25,1.66666666666667,2.0,0.666666666666667,-1.14,12,164.076,2.20944573678126,6.56273258515376,8.86,86.7242974542531,11.1009669269006,0.480291478523007,11.1009669269006,0.316979870714043,0.91614843159486,0.316979870714043,-3.91458616780046,-0.480291478523007,-1.6652,41.011,176.172,4,6,6,4,6,7,70,20.8372430887912,2.8236841566564,0.0,0.0,11.9386105759037,9.58907436814364,0.0,0.0,18.4767535933128,18.4767535933128,0,33.5964433563762,11.9386105759037,2.86239931446527,10.6196267065768,0.0,25.9874387372638,0.0,10.6196267065768,48.1436656953819,9.58907436814364,10.9660684493618,0.0,2.86239931446527,98.66,85.7817205775025,22.2019338538012,4.72603839644469,0.0,-4.16243753674309,0.0,0.0,-15.213921957672,0.346279948909364,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,2109,101.1,607,298,0.1,8.06
4421,C6H12O7_1,DGluconicacid23456PentahydroxyhexanoicacidHOCH2CHOH4COOH,Nd+++,NaClO4,0,6.8322081004936,482.8702587904,20.3199909563089,17.857738033247,5.85773803324704,11.284681334334,8.1283587594067,2.67886901662352,1.70601613210896,1.70601613210896,0.896779326771846,0.896779326771846,0.345275293744607,0.345275293744607,36.8483626386681,4.79453718407182,30.6528491466433,16.8117492804171,196.058302724,1.07692307692308,1.84615384615385,2.30769230769231,0.833333333333333,-0.73,13,184.059,2.87805857288249,5.09784620339671,3.24712277064196,90.8705537638096,11.5308286879567,0.479251334831302,11.5308286879567,0.33487661821137,2.26564011715797,0.33487661821137,-4.20333333333333,-0.479251334831302,-3.4931,38.7488,196.155,6,7,7,6,7,10,78,30.6528491466433,18.24005408085,6.08001802694999,7.15599828616317,5.96930528795185,0.0,0.0,0.0,0.0,14.7835365799376,0,43.6719376677364,5.96930528795185,8.58719794339581,0.0,24.3200721078,6.55898524291629,0.0,0.0,74.6572100714746,4.79453718407182,8.22455133702132,0.0,1.43119965723263,138.45,85.6087091758,11.5308286879567,21.3629929610733,0.0,-2.26564011715797,0.0,-16.4692186318972,-3.85100540910809,0.268053512439078,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,2499,122.4,403,298,0.2,3.43
4501,C6H13NO2_3,2Amino4methylpentanoicacidH2NCHCH2CHCH32COOH,Nd+++,NaNO3 ,0,6.64213729585679,413.226701852195,18.3618073195658,17.2637101764277,4.26371017642768,9.42475614840891,8.18453056967762,1.88185508821384,1.13606427631524,1.13606427631524,0.436750864970988,0.436750864970988,0.169432735745478,0.169432735745478,43.6775815533116,4.79453718407182,5.10880819110721,17.9624693755912,131.094628656,1.88888888888889,2.66666666666667,3.11111111111111,0.833333333333333,-0.57,9,118.071,1.11498357271669,3.45451731742178,3.96835800807537,73.3270081738506,11.4528840702948,0.480086317326264,11.4528840702948,0.319977946620586,0.939837962962964,0.319977946620586,-4.11296296296296,-0.480086317326264,0.4444,35.0662,131.175,3,3,3,2,3,6,54,10.8285251668335,8.84157662500605,0.0,0.0,5.96930528795185,4.79453718407182,13.7037842345914,12.2668825866925,12.336827005532,1.37075855617022,0,26.4346150935376,5.96930528795185,1.43119965723263,0.0,26.0946016042704,0.0,0.0,5.71971697572627,17.0960059474087,4.79453718407182,33.7842946976229,0.0,1.43119965723263,63.32,93.5623691421013,11.4528840702948,3.33472930839002,-0.939837962962964,-6.2674537037037,-3.90347222222222,-4.11296296296296,-7.70958900226757,0.583947230181202,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,2257,85.0,581,298,0.1,5.7
4536,C6H13NO4,NNBis2hydroxyethylglycineHOCH2CH22NCH2COOH,Nd+++,KNO3  ,0,6.62224009971363,439.378272190563,19.7760208819389,18.0802067573554,5.08020675735541,10.4687262227789,8.46206184556925,2.23731697417766,1.16240201704713,1.16240201704713,0.517984382460024,0.517984382460024,0.266426734991297,0.266426734991297,43.4777645575827,4.79453718407182,15.3264245733216,18.0011845334001,163.084457896,1.45454545454545,2.09090909090909,2.54545454545455,0.833333333333333,-0.65,11,150.069,1.81137561371109,6.08560643188873,5.77780748663102,83.392645903211,11.4189002267574,0.480285798050107,11.4189002267574,0.31720561205096,0.937546296296296,0.31720561205096,-4.01208333333334,-0.480285798050107,-1.6424,38.2474,163.173,3,5,5,3,5,8,66,15.3264245733216,0.0,0.0,2.86239931446527,5.96930528795185,9.6944469149223,0.0,0.0,18.4767535933128,27.8393815071698,0,33.8285473190957,5.96930528795185,4.2935989716979,4.89990973085048,0.0,32.6085495387804,0.0,0.0,61.6665884453696,4.79453718407182,13.7075855617022,0.0,1.43119965723263,81.0,93.4826521164021,10.4813539304611,10.2349995275888,0.0,-2.22517479213908,0.0,0.0,-19.5571641156463,0.437208405239743,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,2109,101.1,607,293,0.1,5.66
4600,C6H5NO2_1,2PyridinecarboxylicacidC5H4NCOOH,Nd+++,NaClO4,0,3.40202491558064,394.298520592175,10.8783151775109,9.26371017642768,4.26371017642768,6.48526966519293,4.51371017642768,2.10546188596382,1.23467107406522,1.23467107406522,0.660357662720967,0.660357662720967,0.326879681079231,0.326879681079231,35.963384616605,4.79453718407182,10.0927867120544,6.91423388191352,123.0320284,1.66666666666667,2.55555555555556,3.33333333333333,0.0,-1.38,9,118.071,2.09677698217555,2.25933420066476,1.2528322001979,59.0832718260462,10.8298904006047,0.47650947163992,10.8298904006047,0.353975498550663,0.530990173847316,0.353975498550663,-1.21111111111111,-0.47650947163992,0.7798,31.1963,123.111,1,3,3,1,3,1,46,5.10880819110721,5.69392799484846,0.0,0.0,5.96930528795185,0.0,6.0424187076633,12.0848374153266,6.17289521081476,5.48303422468088,1,15.3863795998599,5.96930528795185,1.43119965723263,4.98397852094721,0.0,0.0,29.9940793286531,0.0,16.0620920000063,0.0,15.9714994036012,24.3001513338046,1.43119965723263,50.19,34.9330083144369,14.1108626228269,3.56762849584278,-0.591666666666666,-1.21111111111111,-1.7174253590325,-0.591296296296296,0.0,0.59986894334993,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,2499,122.4,403,298,0.5,3.51
4737,C6H6O2_1,12DihydroxybenzenepyrocatecholHOC6H4OH,Nd+++,NaClO4,0,3.56568583554634,331.074741320733,10.8783151775108,9.81649658092773,3.81649658092773,6.54011122005933,4.72474487139159,1.90824829046386,1.15824829046386,1.15824829046386,0.620790811898598,0.620790811898598,0.289562072615966,0.289562072615966,35.668698497221,0.0,10.2176163822144,8.34543353914615,110.036779432,1.0,1.5,1.875,0.0,-1.18,8,104.064,1.40557587233287,1.73812053619634,0.729374857413069,55.6230341411504,7.27782407407407,0.504260124670253,7.27782407407407,0.293293620567297,0.494444444444444,0.293293620567297,-0.538657407407407,-0.504260124670253,1.0978,29.7716,110.112,2,2,2,2,2,2,42,10.2176163822144,0.0,11.4990236665678,0.0,0.0,0.0,12.0848374153266,12.0848374153266,0.0,5.48303422468088,1,15.7006506068953,0.0,2.86239931446527,0.0,0.0,0.0,24.1696748306532,0.0,13.0800156966797,0.0,5.48303422468088,24.1696748306532,0.0,40.46,42.1697222222222,0.0,7.95564814814815,0.0,-0.988888888888888,-2.13648148148148,0.0,0.0,0.490727668901521,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,2499,122.4,403,298,0.1,10.27
4738,C6H6O2_1,12DihydroxybenzenepyrocatecholHOC6H4OH,Nd+++,NaClO4,0,3.56568583554634,331.074741320733,10.8783151775108,9.81649658092773,3.81649658092773,6.54011122005933,4.72474487139159,1.90824829046386,1.15824829046386,1.15824829046386,0.620790811898598,0.620790811898598,0.289562072615966,0.289562072615966,35.668698497221,0.0,10.2176163822144,8.34543353914615,110.036779432,1.0,1.5,1.875,0.0,-1.18,8,104.064,1.40557587233287,1.73812053619634,0.729374857413069,55.6230341411504,7.27782407407407,0.504260124670253,7.27782407407407,0.293293620567297,0.494444444444444,0.293293620567297,-0.538657407407407,-0.504260124670253,1.0978,29.7716,110.112,2,2,2,2,2,2,42,10.2176163822144,0.0,11.4990236665678,0.0,0.0,0.0,12.0848374153266,12.0848374153266,0.0,5.48303422468088,1,15.7006506068953,0.0,2.86239931446527,0.0,0.0,0.0,24.1696748306532,0.0,13.0800156966797,0.0,5.48303422468088,24.1696748306532,0.0,40.46,42.1697222222222,0.0,7.95564814814815,0.0,-0.988888888888888,-2.13648148148148,0.0,0.0,0.490727668901521,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,2499,122.4,403,298,0.2,9.84
4777,C6H6O2_1,12DihydroxybenzenepyrocatecholHOC6H4OH,Nd+++,NaCl  ,0,3.56568583554634,331.074741320733,10.8783151775108,9.81649658092773,3.81649658092773,6.54011122005933,4.72474487139159,1.90824829046386,1.15824829046386,1.15824829046386,0.620790811898598,0.620790811898598,0.289562072615966,0.289562072615966,35.668698497221,0.0,10.2176163822144,8.34543353914615,110.036779432,1.0,1.5,1.875,0.0,-1.18,8,104.064,1.40557587233287,1.73812053619634,0.729374857413069,55.6230341411504,7.27782407407407,0.504260124670253,7.27782407407407,0.293293620567297,0.494444444444444,0.293293620567297,-0.538657407407407,-0.504260124670253,1.0978,29.7716,110.112,2,2,2,2,2,2,42,10.2176163822144,0.0,11.4990236665678,0.0,0.0,0.0,12.0848374153266,12.0848374153266,0.0,5.48303422468088,1,15.7006506068953,0.0,2.86239931446527,0.0,0.0,0.0,24.1696748306532,0.0,13.0800156966797,0.0,5.48303422468088,24.1696748306532,0.0,40.46,42.1697222222222,0.0,7.95564814814815,0.0,-0.988888888888888,-2.13648148148148,0.0,0.0,0.490727668901521,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,2165,58.4,1074,298,0.1,10.5
4785,C6H6O2_2,13DihydroxybenzeneHOC6H4OH,Nd+++,NaClO4,0,3.55533792416577,334.824741320733,10.8783151775108,9.81649658092773,3.81649658092773,6.54011122005933,4.72474487139159,1.90824829046386,1.15824829046386,1.15824829046386,0.579124145231932,0.579124145231932,0.310395405949299,0.310395405949299,35.668698497221,0.0,10.2176163822144,8.34543353914615,110.036779432,1.0,1.625,2.125,0.0,-1.18,8,104.064,1.40557587233287,1.73812053619634,0.90414189560934,55.6230341411504,7.31157407407407,0.507823329796821,7.31157407407407,0.293095525302417,0.492361111111111,0.293095525302417,-0.540740740740741,-0.507823329796821,1.0978,29.7716,110.112,2,2,2,2,2,2,42,10.2176163822144,11.4990236665678,0.0,0.0,0.0,0.0,6.0424187076633,12.0848374153266,6.0424187076633,5.48303422468088,1,15.7006506068953,0.0,2.86239931446527,0.0,0.0,0.0,24.1696748306532,0.0,13.0800156966797,0.0,5.48303422468088,24.1696748306532,0.0,40.46,42.2005555555556,0.0,7.92481481481481,0.0,-0.984722222222221,-2.14064814814815,0.0,0.0,0.524584140290977,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,2499,122.4,403,298,0.2,5.35
4812,C6H6O3_3,135TrihydroxybenzeneC6H3OH3,Nd+++,NaClO4,0,3.56942041301432,303.367988708206,11.5854219586974,10.2247448713916,4.22474487139159,7.07811602252011,4.83711730708738,2.11237243569579,1.36237243569579,1.36237243569579,0.681186217847897,0.681186217847897,0.403093108923949,0.403093108923949,35.3757916228416,0.0,15.3264245733216,8.40587464020856,126.031694052,0.888888888888889,1.22222222222222,1.44444444444444,0.0,-1.38,9,120.063,1.80018332718793,1.85387986281791,1.2528322001979,60.5039381514736,7.35324074074074,0.507679547787495,7.35324074074074,0.293098986378554,0.531944444444444,0.293098986378554,-0.573333333333333,-0.507679547787495,0.8034,31.4364,126.111,3,3,3,3,3,3,48,15.3264245733216,17.2485354998517,0.0,0.0,0.0,0.0,0.0,0.0,18.1272561229899,4.11227566851066,1,19.4387002418323,0.0,4.2935989716979,0.0,0.0,0.0,18.1272561229899,0.0,19.6200235450195,0.0,4.11227566851066,18.1272561229899,0.0,60.69,41.8736111111111,0.0,11.9422222222222,0.0,-1.59583333333333,-1.72,0.0,0.0,0.481545038823675,60,3,1289,3347,7.01,533.1,1034.3,2132.3,184.9,2.39,1.88,1.14,0.995,71.1,2499,122.4,403,298,0.2,4.1
